,Unnamed: 0,TAG,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,0,TAG DES,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,1,UNIT,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
680,865,01-02-2020 02:00,165.0,73.4,575.0,966.9,1125.7,1112.3,482.4,690.8,674.8,530.0,794.9,879.2,1305.6,2.4,299.3,131.2,769.1,766.3,735.0,506.6,524.2,413.1
681,866,01-02-2020 03:00,188.2,79.0,607.1,1081.9,1340.6,1233.0,820.6,642.2,648.1,530.0,791.1,702.3,1406.8,3.1,336.8,206.8,782.1,826.4,804.1,653.1,536.5,393.7
682,867,01-06-2020 00:00,274.9,103.1,650.2,1149.8,1309.0,1184.5,1023.8,833.3,693.2,530.0,990.5,1039.3,1135.8,4.0,371.4,295.2,898.2,931.9,923.8,910.2,834.7,522.2
683,868,01-06-2020 02:00,261.3,99.3,650.3,1150.0,1303.1,1192.0,1068.3,834.1,692.8,530.0,977.7,974.3,1147.5,3.7,377.6,277.5,922.1,936.2,912.8,898.0,804.8,489.6
684,869,01-08-2020 01:00,201.3,82.5,298.2,698.9,501.2,251.5,171.7,275.6,4.7,530.0,851.7,849.0,1127.0,0.2,0.5,2.3,321.2,157.2,3.9,37.3,-9.4,11.4
685,870,01-08-2020 02:00,201.5,82.6,298.0,661.4,499.0,255.3,167.3,278.2,0.0,530.0,774.1,784.5,969.3,0.2,0.4,2.3,414.9,202.2,5.0,37.8,-9.3,11.4
686,871,01-08-2020 03:00,201.3,82.4,298.0,599.0,499.2,245.3,164.7,274.7,0.0,530.0,730.7,799.2,857.6,0.1,0.4,2.3,458.7,242.2,9.0,38.4,-9.4,11.4
687,872,01-08-2020 04:00,224.3,90.0,298.9,599.9,499.9,228.5,162.5,270.2,0.0,530.0,683.8,702.8,758.4,0.0,0.4,2.3,500.8,266.6,11.8,39.0,-9.6,11.2
688,873,01-08-2020 05:00,261.5,99.1,299.4,599.4,500.7,221.6,162.6,272.9,0.0,530.0,720.2,813.9,750.0,0.2,0.4,2.3,531.9,285.4,13.8,39.6,-9.8,11.2
689,874,01-08-2020 08:00,172.0,75.9,557.8,915.5,917.0,945.5,794.0,599.8,599.6,530.0,582.8,931.5,1184.3,1.9,375.6,151.2,572.4,537.8,541.4,536.5,464.9,372.1
690,875,01-08-2020 10:00,250.6,97.8,619.5,995.1,1054.2,1054.5,974.3,909.7,836.0,530.0,961.0,1005.4,1208.7,3.7,373.2,277.0,864.0,847.0,839.9,847.9,831.0,608.2
691,876,01-08-2020 20:00,285.1,105.5,631.8,1127.3,1193.2,1159.0,1030.2,874.7,828.3,530.0,924.1,1135.1,1222.5,4.3,392.9,338.0,938.8,902.3,884.5,876.3,825.1,593.6
692,877,01-08-2020 21:00,282.2,104.5,649.9,1149.2,1156.9,1157.1,1093.3,916.2,861.4,530.0,917.0,1134.2,1235.1,4.2,375.8,311.4,914.9,880.4,872.4,880.0,834.2,598.8
693,878,13-01-2020 07:00,279.4,105.4,648.6,1140.2,1313.8,1274.2,1075.0,936.9,866.4,530.0,1001.0,1062.9,1380.4,4.1,418.5,353.5,931.3,925.9,885.5,842.4,796.9,595.6
694,879,18-01-2020 09:00,257.8,99.5,652.8,1156.8,1142.6,313.4,906.9,766.6,753.5,530.0,971.3,1049.4,1339.0,3.7,425.1,331.4,955.9,824.9,260.2,611.2,622.5,490.7
695,880,19-01-2020 14:00,270.3,101.8,651.7,1150.2,1325.9,1169.9,1032.5,810.1,803.8,530.0,1018.1,1084.2,1172.6,4.0,459.0,387.3,927.2,944.8,901.6,883.4,804.7,591.5
696,881,20-01-2020 19:00,272.5,102.9,650.3,1148.6,1137.9,1153.6,1027.3,932.0,869.2,530.0,986.8,1160.6,1161.1,4.0,424.2,359.7,936.6,905.1,888.1,883.7,843.6,608.6
697,882,23-01-2020 13:00,211.6,86.3,603.0,1050.3,1303.4,1091.9,1003.7,575.6,576.0,530.0,949.7,1135.4,993.9,3.4,429.9,303.8,852.7,953.4,912.8,851.7,540.3,363.3
698,883,23-01-2020 14:00,165.3,73.3,601.0,1047.7,1340.4,1164.0,996.8,551.4,549.4,530.0,979.0,1030.0,1100.2,2.4,469.7,242.6,861.3,938.0,898.1,833.9,525.2,359.9
699,884,23-01-2020 15:00,193.4,80.2,628.9,1073.1,1296.9,1159.9,999.2,583.8,583.3,530.0,953.5,1017.6,1189.4,2.7,402.0,231.0,917.8,947.1,897.3,832.3,579.8,387.7
700,885,23-01-2020 20:00,201.5,83.5,648.2,1097.2,1331.6,1256.9,1000.3,600.0,600.2,530.0,918.8,1131.3,1046.0,2.6,576.6,347.8,876.4,926.4,898.6,820.6,583.0,395.5
701,886,24-01-2020 16:00,213.8,86.6,567.1,1063.7,1313.2,1201.9,1017.2,538.6,538.9,530.0,819.8,1161.8,994.7,3.3,502.2,366.0,882.1,927.1,884.2,802.8,452.8,304.5
702,887,24-01-2020 17:00,202.5,83.5,548.9,1051.1,1193.1,1183.5,1006.2,718.6,672.2,530.0,983.9,1051.4,1222.2,3.4,480.6,352.5,932.7,915.4,878.6,825.7,671.1,448.9
703,888,24-01-2020 18:00,209.8,85.8,577.8,1050.3,1100.8,1100.6,1077.7,841.9,829.5,530.0,905.0,1072.3,1240.8,3.4,410.5,295.7,850.1,818.0,803.8,814.0,735.7,538.6
704,889,26-01-2020 21:00,189.8,80.1,599.2,1050.7,1312.3,1242.9,943.0,619.6,616.5,530.0,856.3,1092.8,957.8,2.6,525.8,296.7,820.1,907.7,883.5,767.9,562.1,396.4
705,890,26-01-2020 22:00,182.2,77.5,547.8,1001.9,1213.2,1160.3,899.8,600.1,603.4,530.0,973.1,1059.6,1061.1,3.1,480.8,324.4,882.7,925.4,886.6,773.2,554.1,379.5
706,891,26-01-2020 23:00,185.3,78.3,461.9,862.4,1236.3,1094.4,898.3,621.0,619.9,530.0,925.3,1032.5,1016.7,3.0,440.7,286.2,869.3,966.8,919.5,834.4,616.4,406.5
707,892,27-01-2020 00:00,191.6,80.1,465.3,815.1,1222.9,1173.0,905.9,648.8,648.6,530.0,887.8,965.4,1072.4,2.8,443.8,263.5,816.5,887.0,856.2,757.9,585.3,420.6
708,893,27-01-2020 01:00,211.2,86.2,479.1,830.5,1252.8,1168.8,963.5,614.2,615.4,530.0,913.0,845.1,1104.0,3.4,416.3,293.6,904.3,947.0,896.4,807.5,568.0,386.0
709,894,28-01-2020 02:00,207.8,85.2,500.9,949.7,1276.5,1094.8,992.4,539.6,533.3,530.0,918.7,1032.0,993.6,3.1,408.7,263.6,817.3,947.8,908.2,855.1,519.4,332.2
710,895,28-01-2020 03:00,202.5,83.2,514.9,911.1,1324.9,1230.8,1000.0,500.8,500.5,530.0,877.6,1023.6,1061.2,2.8,501.7,312.9,889.5,940.8,889.1,778.5,433.1,307.7
711,896,28-01-2020 08:00,190.6,82.9,598.8,1097.3,1330.4,1244.0,1000.2,567.9,566.6,530.0,839.3,1045.5,1026.8,2.9,428.2,261.2,883.4,933.7,895.9,774.3,479.4,332.3
712,897,29-01-2020 01:00,209.9,85.9,548.1,1003.2,1269.5,1180.1,1000.5,500.6,499.9,530.0,900.9,1086.4,1017.7,3.1,454.8,307.3,866.6,937.6,898.4,814.0,461.5,312.4
713,898,29-01-2020 02:00,201.1,82.8,568.4,994.4,1244.8,1132.6,1000.7,498.8,498.1,530.0,941.1,1094.0,1089.7,3.1,467.8,321.0,909.8,961.0,916.3,844.0,491.9,317.2
714,899,29-01-2020 03:00,203.8,83.9,602.1,1001.8,1272.0,1198.1,1000.6,570.7,569.6,530.0,930.1,1108.0,1175.6,3.4,464.9,341.7,960.5,981.7,919.1,810.4,522.1,350.9
715,900,29-01-2020 04:00,213.5,87.2,600.5,1000.1,1340.5,1334.3,1000.9,502.0,501.2,530.0,952.7,1072.8,1350.7,3.5,441.6,333.9,866.8,910.3,889.6,723.1,382.3,265.5
716,901,29-01-2020 05:00,207.6,84.7,599.5,1000.2,1378.2,1396.7,999.7,499.7,499.7,530.0,903.9,1034.6,1278.9,3.1,441.9,288.0,784.7,869.5,858.7,674.5,346.7,246.9
717,902,29-01-2020 08:00,188.4,80.2,600.9,1002.9,1335.7,1281.9,999.8,594.9,597.0,530.0,825.0,907.0,1221.1,2.1,366.8,163.4,839.8,920.5,907.7,773.5,489.7,325.3
718,903,29-01-2020 09:00,178.5,76.6,573.0,998.4,1318.6,1299.6,999.7,550.1,578.4,530.0,787.7,919.3,1354.8,1.6,417.7,156.5,764.1,857.7,849.4,740.4,452.5,328.7
719,904,29-01-2020 10:00,164.4,73.1,553.0,999.6,1287.2,1238.3,1000.6,499.7,499.2,530.0,874.6,830.4,1393.4,2.1,445.1,207.9,918.4,934.9,903.0,782.2,419.2,281.1
720,905,29-01-2020 12:00,201.8,83.6,522.3,703.4,1095.5,1166.0,900.1,520.8,525.1,530.0,797.7,971.1,1354.2,2.5,473.5,269.6,712.8,765.4,773.3,670.2,395.3,278.8
721,906,30-01-2020 06:00,176.2,79.6,602.5,992.9,1174.7,1179.7,890.0,561.9,558.3,530.0,884.2,1063.6,1026.1,2.7,513.0,322.5,807.1,821.5,784.0,657.1,426.3,299.6
722,907,30-01-2020 11:00,178.2,77.0,544.4,969.8,969.8,973.0,885.3,600.3,599.2,530.0,773.5,954.4,1186.1,2.5,372.8,191.6,640.8,591.8,576.0,580.8,465.2,351.3
723,908,30-01-2020 12:00,197.8,82.8,548.3,997.3,997.9,998.8,900.0,598.8,600.0,530.0,897.8,988.1,1184.1,2.6,383.8,205.2,793.4,747.1,708.9,684.8,522.0,381.9
724,909,30-01-2020 13:00,210.0,86.0,550.6,1001.2,999.2,999.8,900.1,600.3,601.0,530.0,907.6,1024.6,1130.3,2.8,410.2,248.0,838.2,796.6,757.4,719.0,527.9,366.3
725,910,30-01-2020 15:00,249.4,96.9,499.8,998.1,999.9,999.6,899.2,698.7,699.1,530.0,649.7,753.5,858.3,0.9,256.6,42.9,542.6,581.8,621.1,642.0,574.9,412.2
726,911,30-01-2020 16:00,249.5,96.8,500.2,1001.2,998.9,999.5,899.7,699.1,700.2,530.0,538.2,576.1,0.0,0.5,263.9,31.0,597.7,633.1,663.3,681.8,620.5,427.7
727,912,30-01-2020 17:00,278.9,104.3,499.8,998.5,999.2,999.9,900.2,700.1,699.2,530.0,429.3,476.8,0.0,0.4,197.3,22.9,611.1,652.8,679.2,697.2,633.3,430.9
728,913,30-01-2020 18:00,280.5,105.0,498.5,999.8,999.9,1000.5,899.0,700.8,700.3,530.0,373.1,388.2,0.0,0.2,0.3,2.3,579.1,627.5,654.9,673.1,608.9,420.8
729,914,30-01-2020 19:00,280.1,104.8,499.8,998.3,999.3,999.6,900.8,700.5,700.3,530.0,352.3,337.5,0.0,0.2,0.3,2.3,556.2,610.3,632.7,647.9,582.8,411.1
730,915,30-01-2020 20:00,280.6,103.1,501.2,1000.4,1000.5,1000.4,900.3,700.4,700.5,530.0,306.5,274.4,0.0,0.1,0.3,2.4,531.7,591.4,616.0,628.5,562.6,399.8
731,916,30-01-2020 21:00,280.7,104.0,501.0,1005.4,1000.4,1000.0,899.6,700.3,700.5,530.0,258.5,242.0,0.0,0.1,0.3,2.3,511.5,582.0,606.0,619.7,546.7,393.0
732,917,30-01-2020 22:00,280.2,104.1,499.5,994.5,999.9,1000.0,900.7,700.6,699.7,530.0,183.5,174.1,0.0,0.1,0.3,2.3,496.5,569.6,595.3,608.7,534.2,386.7
733,918,30-01-2020 23:00,280.4,104.0,242.0,292.4,404.5,353.9,269.9,326.8,124.6,530.0,106.2,110.8,0.0,0.0,0.3,2.3,72.1,86.2,73.8,107.0,55.4,56.9
734,919,31-01-2020 00:00,280.1,103.9,200.4,185.6,318.9,266.1,182.7,278.0,55.1,530.0,79.9,73.2,0.0,0.0,0.3,2.3,12.4,16.0,0.6,35.2,-12.7,8.2
735,920,31-01-2020 01:00,280.4,104.4,199.8,173.0,310.5,263.0,178.9,272.3,23.4,530.0,69.8,59.7,0.0,0.0,0.3,2.3,12.5,16.5,0.9,36.2,-12.7,8.6
736,921,31-01-2020 02:00,280.1,104.1,199.5,167.7,305.6,263.2,177.5,271.9,5.2,530.0,63.1,53.1,0.0,0.0,0.3,2.3,12.3,16.6,1.2,37.3,-12.9,8.8
737,922,31-01-2020 03:00,280.2,104.2,199.6,169.6,302.6,264.0,177.7,272.4,6.0,530.0,57.3,45.8,0.0,0.0,0.3,2.3,12.2,16.5,1.0,36.7,-12.8,8.6
738,923,31-01-2020 04:00,280.7,104.3,200.0,169.6,305.1,268.9,179.2,272.6,10.7,530.0,51.1,44.1,0.0,0.0,0.3,2.3,12.5,16.5,0.8,36.1,-13.1,8.3
739,924,31-01-2020 05:00,280.5,104.0,199.6,166.5,303.8,267.0,178.8,274.4,11.4,530.0,47.9,42.9,0.0,0.0,0.3,2.3,12.4,16.4,0.9,35.3,-13.3,8.1
740,925,31-01-2020 06:00,280.6,104.0,200.1,163.8,301.0,266.5,178.0,274.1,8.4,530.0,48.7,41.0,0.0,0.0,0.3,2.3,12.2,16.5,1.0,36.3,-13.3,8.3
741,926,31-01-2020 07:00,240.5,90.6,142.1,148.7,287.5,265.4,173.4,271.2,1.0,530.0,67.1,51.9,0.0,0.0,0.3,2.3,8.7,13.2,1.2,37.1,-12.9,9.2
742,927,02-11-2020 11:00,274.79999999999995,104.3,100.4,140.5,287.5,255.5,163.3,283.3,0.0,530.0,17.3,22.4,0.0,0.0,0.0,0.0,9.4,12.7,1.1,38.2,-11.4,10.8
743,928,02-11-2020 12:00,282.4,105.5,105.2,139.3,288.7,255.1,161.8,284.2,0.0,530.0,8.4,22.7,0.0,0.0,0.0,0.0,9.4,12.7,1.2,37.3,-10.6,11.0
744,929,02-11-2020 13:00,265.0,101.0,100.7,139.3,289.4,253.5,159.2,282.0,0.0,530.0,17.1,23.2,0.0,0.0,0.0,0.0,10.0,13.0,1.2,36.7,-10.2,11.4
745,930,02-11-2020 15:00,256.0,98.2,101.9,140.4,296.8,251.4,156.4,280.5,0.0,530.0,20.9,24.8,0.0,0.0,0.0,0.0,10.2,13.3,1.5,35.8,-9.7,12.0
746,931,02-11-2020 16:00,286.3,105.3,103.2,145.6,297.0,250.6,154.7,275.7,0.0,530.0,21.9,25.5,0.0,0.0,0.0,0.0,10.5,13.3,1.6,36.0,-9.4,12.1
747,932,02-11-2020 17:00,185.2,83.2,105.5,145.3,298.3,250.1,154.8,273.0,0.0,530.0,23.2,25.5,0.0,0.0,0.0,0.0,10.6,13.4,1.6,35.0,-9.3,12.2
748,933,02-11-2020 18:00,271.9,103.4,106.6,131.5,296.5,248.7,155.4,273.5,0.0,530.0,24.0,24.6,0.0,0.0,0.0,0.0,10.6,13.3,1.7,34.9,-9.2,12.2
749,934,02-11-2020 19:00,283.6,105.6,104.5,138.4,292.9,248.8,157.0,266.6,0.0,530.0,25.1,24.4,0.0,0.0,0.0,0.0,10.3,13.3,1.6,35.5,-9.3,12.1
750,935,02-11-2020 20:00,285.4,105.5,106.7,146.6,289.6,249.0,158.1,265.7,0.0,530.0,24.8,24.0,0.0,0.0,0.0,0.0,10.3,13.2,1.6,35.4,-9.7,12.0
751,936,02-11-2020 21:00,285.3,105.3,107.9,145.9,288.1,249.4,158.7,268.8,0.0,530.0,24.0,23.4,0.0,0.0,0.0,0.0,9.6,13.3,1.6,36.1,-9.8,11.9
752,937,02-11-2020 22:00,285.3,104.8,104.9,145.8,286.7,249.7,160.9,270.2,0.0,530.0,23.6,23.1,0.0,0.0,0.0,0.0,9.8,13.3,1.6,37.2,-9.9,11.8
753,938,02-11-2020 23:00,285.5,105.2,114.0,145.2,286.8,249.3,162.8,269.6,0.0,530.0,23.4,23.1,0.0,0.0,0.0,0.0,9.9,13.3,1.7,37.5,-10.1,11.7
754,939,02-12-2020 00:00,285.2,105.5,110.4,145.7,286.4,248.9,161.7,268.1,0.0,530.0,23.3,22.9,0.0,0.0,0.0,0.0,9.4,13.3,1.8,37.5,-10.3,11.5
755,940,02-12-2020 01:00,285.5,105.8,103.4,146.4,284.6,248.4,160.6,373.9,277.0,530.0,23.4,21.4,0.0,0.0,0.0,0.0,9.0,13.3,1.8,38.7,23.3,35.4
756,941,02-12-2020 02:00,285.5,105.5,102.3,145.3,284.9,250.5,163.3,272.2,0.0,530.0,23.0,21.4,0.0,0.0,0.0,0.0,9.4,13.3,1.6,38.1,-10.6,11.5
757,942,02-12-2020 03:00,285.7,105.6,103.7,145.3,285.0,251.5,164.2,272.7,0.0,530.0,22.9,21.7,0.0,0.0,0.0,0.0,9.4,13.2,1.6,38.0,-10.7,11.5
758,943,02-12-2020 04:00,285.7,105.3,104.7,146.0,284.5,250.9,164.2,270.4,0.0,530.0,23.2,21.5,0.0,0.0,0.0,0.0,9.2,13.2,1.6,37.4,-10.8,11.4
759,944,02-12-2020 05:00,285.5,105.5,112.5,146.9,284.3,250.5,164.0,267.2,0.0,530.0,23.3,21.3,0.0,0.0,0.0,0.0,8.7,13.0,1.6,37.2,-11.1,11.1
760,945,02-12-2020 06:00,285.6,105.8,156.7,270.5,283.2,253.8,165.8,271.6,0.0,530.0,22.3,21.3,0.0,0.0,0.0,0.0,30.3,13.5,1.7,37.9,-11.3,11.1
761,946,02-12-2020 07:00,285.5,106.2,105.4,145.1,285.0,254.0,166.5,268.5,0.0,530.0,21.9,20.6,0.0,0.0,0.0,0.0,8.5,13.1,1.7,37.3,-11.3,11.2
762,947,02-12-2020 08:00,285.4,106.7,104.8,145.0,285.7,255.1,166.2,271.5,0.0,530.0,20.8,20.5,0.0,0.0,0.0,0.0,8.6,13.2,1.6,37.3,-11.3,11.2
763,948,02-12-2020 09:00,285.5,106.6,104.6,150.6,286.9,256.0,165.3,278.0,0.0,530.0,18.7,23.5,0.0,0.0,0.0,0.0,9.2,13.3,1.7,37.8,-11.1,11.5
764,949,02-12-2020 10:00,285.5,106.5,102.8,147.6,288.6,254.6,163.0,282.4,0.0,530.0,18.2,23.4,0.0,0.0,0.0,0.0,9.9,13.6,1.7,38.5,-10.4,11.8
765,950,02-12-2020 11:00,285.3,106.2,218.4,371.1,287.7,256.6,161.1,284.6,0.0,530.0,17.5,25.0,0.0,0.0,0.0,0.0,34.8,14.0,1.8,37.2,-10.0,12.1
766,951,02-12-2020 12:00,285.3,106.1,107.1,148.8,292.0,258.3,159.5,289.3,0.0,530.0,9.3,25.7,0.0,0.0,0.0,0.0,10.6,13.7,1.8,36.4,-9.4,12.2
767,952,02-12-2020 13:00,285.4,105.7,106.7,146.9,294.0,256.5,158.1,286.5,0.0,530.0,18.9,26.1,0.0,0.0,0.0,0.0,11.0,13.8,2.0,35.5,-9.0,12.5
768,953,02-12-2020 14:00,284.1,105.6,105.6,146.6,297.7,250.8,156.1,281.0,0.0,530.0,22.1,27.1,0.0,0.0,0.0,0.0,11.5,13.9,2.1,35.8,-8.7,12.6
769,954,02-12-2020 15:00,285.1,105.8,99.5,145.1,300.9,247.5,153.2,277.4,0.0,530.0,23.7,27.5,467.2,0.0,0.0,0.0,11.4,14.0,2.1,35.2,-8.7,12.9
770,955,02-12-2020 16:00,285.4,105.6,98.0,145.3,301.9,246.6,150.3,276.0,0.0,530.0,25.3,27.9,750.0,0.0,0.0,0.0,11.2,14.0,2.2,35.3,-8.7,13.1
771,956,02-12-2020 17:00,285.5,105.9,109.3,146.2,303.5,246.8,152.0,274.4,0.0,530.0,26.4,27.9,750.0,0.0,0.0,0.0,11.1,13.8,2.2,35.2,-8.7,13.1
772,957,02-12-2020 18:00,285.2,105.8,108.1,142.6,302.1,248.5,153.0,272.3,0.0,530.0,26.9,26.9,750.0,0.0,0.0,0.0,11.2,13.8,2.0,35.1,-8.6,13.1
773,958,02-12-2020 19:00,285.3,105.6,107.6,143.6,299.5,251.3,154.1,269.2,0.0,530.0,26.5,26.0,750.0,0.0,0.0,0.0,11.4,13.8,2.0,34.7,-8.6,12.9
774,959,02-12-2020 20:00,285.0,105.5,107.7,147.8,295.7,249.2,155.4,266.4,0.0,530.0,27.9,29.1,750.0,0.0,0.0,0.0,10.9,13.7,2.1,35.0,-8.8,12.6
775,960,02-12-2020 21:00,285.0,105.2,105.9,146.9,291.8,249.9,157.3,267.8,0.0,530.0,42.8,51.8,752.1,0.0,0.0,0.0,10.6,13.7,2.1,35.9,-9.2,12.5
776,961,02-12-2020 22:00,285.1,105.0,106.4,146.3,290.0,252.2,158.5,269.5,0.0,530.0,55.7,70.0,750.0,0.0,0.0,0.0,10.3,13.7,2.1,35.9,-9.4,12.4
777,962,02-12-2020 23:00,284.9,105.0,106.0,145.6,288.0,251.6,159.1,270.0,0.0,530.0,62.9,81.7,750.0,0.0,0.0,0.0,9.8,13.7,2.0,36.5,-9.4,12.3
778,963,13-02-2020 00:00,285.1,104.6,104.3,145.3,286.7,252.4,159.9,271.0,0.0,530.0,77.9,98.8,750.0,0.0,0.0,0.0,9.9,13.6,2.0,37.4,-9.7,12.3
779,964,13-02-2020 01:00,285.0,104.7,104.9,145.3,286.2,253.4,160.4,271.4,0.0,530.0,86.4,100.2,750.0,0.0,0.0,0.0,10.1,13.7,2.0,37.6,-9.8,12.2
780,965,13-02-2020 02:00,285.1,105.0,106.9,145.5,286.6,252.2,161.0,271.8,0.0,530.0,99.2,121.6,750.0,0.0,0.0,0.0,9.9,13.6,2.1,37.4,-10.1,12.1
781,966,13-02-2020 03:00,285.1,104.9,105.9,145.6,286.5,252.3,162.4,271.0,0.0,530.0,105.0,141.9,750.0,0.0,0.0,0.0,9.5,13.6,2.2,38.0,-10.0,11.9
782,967,13-02-2020 04:00,284.9,105.1,105.1,145.2,286.0,253.3,162.4,270.1,0.0,530.0,116.7,153.9,750.0,0.0,0.0,0.0,9.3,13.6,2.0,38.7,-10.1,11.9
783,968,13-02-2020 05:00,284.9,105.1,104.6,146.3,285.7,253.6,163.6,267.2,0.0,530.0,124.8,161.7,750.0,0.0,0.0,0.0,9.0,13.6,1.8,38.5,-10.4,11.8
784,969,13-02-2020 06:00,284.9,105.6,103.5,145.3,284.5,254.4,164.9,268.5,0.0,530.0,127.8,159.9,750.0,0.0,0.0,0.0,9.2,13.4,1.9,38.1,-10.8,11.7
785,970,13-02-2020 07:00,284.9,106.0,119.6,144.6,285.0,255.5,165.3,270.2,0.0,530.0,139.9,185.4,753.7,0.0,0.0,0.0,9.5,13.5,1.9,37.8,-11.0,11.7
786,971,13-02-2020 08:00,285.1,106.1,155.1,144.9,285.8,256.3,165.8,273.9,0.0,530.0,146.8,181.8,752.9,0.0,0.0,0.0,9.5,13.6,2.0,38.3,-11.0,11.8
787,972,13-02-2020 09:00,285.2,106.9,155.0,151.5,287.9,256.1,164.3,281.2,0.0,530.0,159.1,220.1,807.5,0.0,0.0,0.0,9.9,13.9,2.0,39.4,-10.4,12.2
788,973,13-02-2020 10:00,285.3,106.0,155.4,148.4,290.1,255.3,161.1,283.7,0.0,530.0,174.1,259.3,1058.9,0.0,0.0,0.0,10.6,14.1,2.1,38.2,-9.7,12.6
789,974,13-02-2020 11:00,285.0,105.7,155.1,169.7,284.8,255.5,158.4,287.3,0.0,530.0,180.9,367.1,982.6,0.0,0.0,0.0,83.5,15.8,2.2,36.8,-9.2,12.9
790,975,13-02-2020 12:00,285.2,105.5,154.7,179.1,287.0,254.9,155.9,287.9,0.0,530.0,186.2,444.8,1167.7,0.0,0.0,0.0,107.9,16.3,2.4,36.1,-8.8,13.1
791,976,13-02-2020 13:00,285.3,105.5,155.3,175.8,290.1,255.1,152.8,286.6,0.0,530.0,203.7,501.3,1263.8,0.0,0.0,0.0,107.0,16.8,6.6,35.5,-8.4,13.2
792,977,13-02-2020 14:00,285.3,105.2,163.7,189.1,292.5,252.0,151.2,288.1,0.0,530.0,212.6,563.0,1273.8,0.0,0.0,0.0,134.8,16.6,2.7,34.4,-8.1,13.3
793,978,13-02-2020 15:00,285.3,105.1,181.4,191.7,293.6,246.7,149.1,279.8,0.0,530.0,228.2,615.9,1218.6,0.0,0.2,1.8,142.5,16.8,2.4,33.8,-7.8,13.5
794,979,13-02-2020 16:00,285.0,107.0,221.9,218.0,295.3,247.4,149.2,277.1,0.0,530.0,244.0,691.2,997.6,0.2,0.3,2.3,172.6,17.0,2.5,34.1,-7.9,13.6
795,980,13-02-2020 17:00,285.2,107.0,240.2,248.6,301.2,245.6,148.0,277.0,0.3,530.0,249.6,777.1,899.2,0.2,0.3,2.3,232.4,17.5,2.5,34.5,-7.9,13.5
796,981,14-02-2020 03:00,191.3,80.8,639.1,1147.0,1240.4,1240.7,895.1,542.6,543.5,530.0,698.8,989.7,750.0,2.8,317.7,169.8,832.3,849.9,820.0,654.2,411.1,336.7
797,982,14-02-2020 04:00,240.3,95.6,650.3,1219.5,1249.1,1248.0,931.9,581.0,581.2,530.0,867.0,987.7,750.0,3.9,315.2,223.6,915.5,896.5,820.7,666.3,424.6,331.6
798,983,14-02-2020 05:00,254.9,99.7,650.1,1149.8,1199.8,1149.2,1050.2,748.4,700.4,530.0,925.7,997.5,750.0,4.1,325.1,244.5,900.1,880.4,809.2,761.0,569.1,406.3
799,984,14-02-2020 06:00,248.0,97.6,649.7,1149.4,1199.6,1149.0,1049.7,750.6,699.6,530.0,856.8,1032.6,750.0,4.1,332.8,253.7,843.3,845.3,822.2,785.3,590.5,429.7
800,985,14-02-2020 22:00,221.4,90.5,631.1,1146.1,1319.8,1226.5,1029.2,645.6,643.5,530.0,1043.5,1148.1,750.0,3.5,442.6,330.3,862.7,915.0,887.1,774.4,496.2,357.6
801,986,14-02-2020 23:00,221.3,90.4,539.4,949.8,1294.9,1096.6,949.9,663.3,665.6,530.0,1016.3,1103.8,753.4,3.2,479.2,336.4,861.9,947.1,911.9,804.0,539.9,365.9
802,987,15-02-2020 00:00,211.0,87.3,619.7,993.9,1100.5,955.4,996.6,648.9,649.7,530.0,985.6,1119.7,750.0,2.6,565.3,329.2,1032.4,1021.8,932.1,849.9,526.0,336.4
803,988,15-02-2020 01:00,216.9,89.2,636.9,994.5,1074.1,938.9,973.2,809.8,810.7,530.0,1035.2,1062.2,750.0,2.7,525.7,320.9,1080.5,1036.4,933.5,902.8,720.6,473.6
804,989,15-02-2020 02:00,228.3,92.6,651.1,1118.1,1231.7,1159.5,1087.1,848.4,845.5,530.0,1048.5,1054.3,750.0,3.2,440.0,303.9,1022.5,988.5,909.1,846.4,659.1,473.8
805,990,15-02-2020 03:00,236.9,95.0,649.5,1149.9,1316.3,1285.8,1100.1,706.3,701.4,530.0,1064.4,1054.8,750.0,3.6,412.8,306.3,953.2,942.3,889.5,771.1,499.2,358.4
