,Unnamed: 0,TAG,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,0,TAG DES,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,1,UNIT,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
929,1114,17-05-2020 09:00,188.4,79.4,599.8,1046.7,1271.0,1174.0,934.3,629.8,624.3,530.0,900.3,1024.1,1556.3,2.4,341.0,164.9,718.5,700.0,628.1,503.3,301.0,262.5
930,1115,17-05-2020 18:00,280.8,105.6,649.8,1186.2,1286.9,1189.4,1095.2,927.0,926.9,530.0,1024.7,1116.5,1287.6,4.7,353.8,318.6,944.0,901.2,828.4,768.8,635.6,516.4
931,1116,19-05-2020 06:00,162.5,73.3,624.6,1055.9,1175.5,1152.7,932.7,628.2,589.5,530.0,916.0,1052.9,1379.1,2.6,395.9,215.0,798.7,762.4,725.7,592.4,358.0,263.6
932,1117,20-05-2020 19:00,176.7,76.9,530.5,856.7,752.4,999.0,799.4,496.0,498.7,530.0,863.4,940.4,750.0,2.5,360.9,186.5,680.7,586.5,604.8,548.6,329.3,264.2
933,1118,21-05-2020 09:00,211.1,87.2,648.1,1101.3,1321.6,1069.9,977.6,597.1,599.0,530.0,891.4,1050.8,1023.4,2.9,454.1,275.2,817.2,879.6,855.6,827.7,531.8,386.3
934,1119,21-05-2020 21:00,274.5,103.4,600.0,1084.1,1061.9,1091.7,1012.4,788.0,789.0,530.0,0.0,1082.7,1337.6,4.4,421.5,381.5,952.6,874.5,840.6,806.8,619.8,468.2
935,1120,21-05-2020 22:00,274.5,103.1,600.0,1102.2,1118.5,1099.5,1009.6,807.7,809.0,530.0,0.0,1080.8,1198.9,4.4,400.1,357.2,935.7,879.4,846.9,809.7,621.9,472.0
936,1121,21-05-2020 23:00,274.3,103.3,600.1,1098.6,1152.6,1107.8,986.4,786.8,785.3,530.0,0.0,1090.1,1174.2,4.4,404.0,362.2,931.5,885.3,851.1,815.4,643.4,471.6
937,1122,22-05-2020 00:00,274.4,103.0,600.4,1099.7,1328.2,1220.6,1060.1,762.5,762.5,530.0,0.0,1093.3,1159.8,4.4,413.3,374.6,866.4,866.0,840.7,790.2,581.7,454.9
938,1123,22-05-2020 01:00,274.6,103.1,600.1,1101.1,1310.2,1238.0,1085.1,788.8,789.6,530.0,0.0,1093.4,1194.3,4.4,417.3,378.0,875.3,864.0,833.2,779.1,576.6,461.0
939,1124,22-05-2020 02:00,274.6,103.4,599.2,1099.6,1299.5,1247.2,1099.2,836.1,836.8,530.0,0.0,1062.0,1254.7,4.4,411.8,370.6,878.3,868.2,825.5,755.1,572.2,459.5
940,1125,22-05-2020 03:00,275.7,103.9,640.5,1101.1,1315.9,1255.4,1099.2,787.6,789.3,530.0,0.0,1066.7,1357.0,4.5,415.7,381.9,868.8,862.7,820.4,740.1,528.5,415.0
941,1126,22-05-2020 04:00,280.5,104.7,648.7,1135.3,1300.9,1250.6,1099.9,827.7,830.1,530.0,0.0,1058.8,1397.6,4.6,404.2,372.7,890.3,865.1,807.8,731.3,554.6,448.1
942,1127,22-05-2020 05:00,280.1,105.8,650.0,1150.2,1296.7,1228.6,1099.5,793.8,796.9,530.0,0.0,1047.9,1354.6,4.6,384.1,351.0,944.7,912.3,831.6,743.3,536.5,430.5
943,1128,22-05-2020 06:00,280.0,105.5,650.0,1149.4,1304.1,1214.3,1099.4,765.9,766.1,530.0,0.0,1049.0,1338.2,4.6,392.7,356.7,925.9,903.8,843.1,761.0,536.7,411.0
944,1129,22-05-2020 07:00,280.2,105.5,650.3,1148.9,1201.2,1154.5,1066.2,823.5,823.6,530.0,0.0,1066.7,1216.6,4.6,397.0,365.1,950.9,895.0,848.2,790.3,599.2,461.3
945,1130,22-05-2020 08:00,272.6,103.0,650.2,1150.0,1265.4,1168.9,1058.1,708.1,707.4,530.0,0.0,1098.9,1163.3,4.3,410.9,363.7,919.6,900.5,851.0,792.9,534.6,395.4
946,1131,22-05-2020 09:00,270.4,102.4,649.9,1151.9,1184.7,1138.9,1031.0,789.9,790.6,530.0,0.0,1074.5,1186.8,4.4,414.8,371.3,948.3,898.4,856.2,803.4,601.2,457.9
947,1132,22-05-2020 10:00,272.7,102.6,599.5,1150.6,1194.6,1151.2,1038.2,755.1,754.2,530.0,0.0,1087.5,1209.5,4.5,402.1,367.4,928.8,883.4,847.1,799.6,582.3,436.7
948,1133,22-05-2020 11:00,274.3,103.3,632.3,1149.5,1211.9,1149.3,1040.8,796.5,795.8,530.0,593.9,1095.1,1214.2,4.7,394.6,367.7,930.6,895.6,845.5,794.1,598.8,459.4
949,1134,23-05-2020 18:00,209.2,85.9,639.8,1147.9,1307.7,1142.9,999.2,636.7,637.3,530.0,945.0,1110.9,1204.1,3.4,468.8,344.6,897.8,888.1,845.4,806.5,535.3,370.1
950,1135,24-05-2020 09:00,240.4,94.4,620.3,1138.8,1241.2,1132.6,131.4,656.2,654.1,530.0,960.5,1110.1,1135.0,3.3,486.9,357.0,916.6,893.0,855.2,808.0,559.0,408.4
951,1136,24-05-2020 18:00,259.0,100.2,648.5,1124.2,1186.7,1100.5,1058.1,935.2,894.4,530.0,1037.8,1163.6,1419.2,4.2,443.7,386.8,939.9,886.1,815.6,791.3,671.7,510.4
952,1137,24-05-2020 19:00,271.9,103.4,649.2,1148.7,1110.2,1102.0,1086.9,1036.7,925.2,530.0,1024.5,1157.0,1455.2,4.4,401.0,359.8,933.8,833.8,790.0,782.3,698.8,517.1
953,1138,24-05-2020 20:00,277.9,104.7,649.6,1148.8,1100.1,1100.2,1073.0,1063.7,942.9,530.0,1014.2,1141.6,1441.7,4.5,381.9,342.9,942.7,839.5,797.8,788.7,715.6,524.6
954,1139,24-05-2020 21:00,280.8,105.7,650.8,1146.6,1100.7,1101.1,1054.6,1028.8,931.2,530.0,997.7,1125.6,1330.6,4.6,379.1,348.6,943.9,855.4,816.1,799.5,711.1,517.4
955,1140,25-05-2020 11:00,280.9,104.8,614.6,1183.3,1038.7,1004.0,1071.3,964.3,878.0,530.0,1003.7,1154.5,1330.5,5.0,387.7,374.2,949.7,805.7,767.6,782.2,669.6,500.0
956,1141,25-05-2020 12:00,281.6,104.5,629.5,1169.8,1006.8,1001.3,1080.1,1004.6,913.3,530.0,991.3,1173.5,1251.0,5.0,387.3,370.6,955.1,802.3,768.8,776.4,677.3,504.6
957,1142,27-05-2020 00:00,260.1,99.5,650.6,1200.8,1319.1,1138.4,923.2,717.6,684.5,530.0,957.2,45.2,1099.9,4.9,370.4,347.4,902.7,886.0,852.4,787.7,593.0,426.5
958,1143,27-05-2020 01:00,260.0,99.3,650.2,1200.9,1279.1,1137.5,938.0,729.4,687.3,530.0,967.7,661.2,1117.6,4.6,393.7,362.5,921.9,894.5,853.3,782.2,562.5,401.4
